ID,album,albumPeakPositionUS,year,TrackNumber,title,side,length,key,chords,writers,linkLyrics,lengthS,lyrics,nbreWriters
48,Road To Ruin,103,1978,6,I'm Against It,A,2M 7S,E,6,Ramones,http://www.azlyrics.com/lyrics/ramones/imagainstit.html,127S,Well I'm against it  < br>I'm against it < br>Well I'm against it < br>I'm against it < br>I dont like politics < br>I dont like communists < br>I dont like games and fun  < br>I dont like anyone < br>And I'm against...  < br>I dont like Jesus freaks  < br>I dont like circus geeks < br>I dont like summer and spring < br>I dont like anything < br>I dont like sex and drugs < br>I dont like waterbugs < br>I dont care about poverty  < br>All I care about is me < br>And I'm against...  < br>I dont like playing ping pong < br>I dont like the Viet Cong < br>I dont like Burger King  < br>I dont like anything < br>And I'm against... < br>Well I'm against it  < br>I'm against it,1
49,Road To Ruin,103,1978,7,I Wanna Be Sedated,B,2M 29S,E,6,Ramones,http://www.azlyrics.com/lyrics/ramones/iwannabesedated.html,149S,"Twenty-twenty-twenty four hours to go I wanna be sedated < br>Nothin' to do and no where to go-o-oh I wanna be sedated < br>Just get me to the airport put me on a plane < br>Hurry hurry hurry before I go insane < br>I can't control my fingers I can't control my brain < br>Oh no no no no no < br>Twenty-twenty-twenty four hours to go.... < br>Just put me in a wheelchair, get me on a plane < br>Hurry hurry hurry before I go insane < br>I can't control my fingers I can't control my brain < br>Oh no no no no no < br>Twenty-twenty-twenty four hours to go I wanna be sedated < br>Nothin' to do and no where to go-o-o I wanna be sedated < br>Just put me in a wheelchair get me to the show < br>Hurry hurry hurry before I go loco < br>I can't control my fingers I can't control my toes < br>Oh no no no no no < br>Twenty-twenty-twenty four hours to go... < br>Just put me in a wheelchair... < br>Ba-ba-bamp-ba ba-ba-ba-bamp-ba I wanna be sedated < br>Ba-ba-bamp-ba ba-ba-ba-bamp-ba I wanna be sedated < br>Ba-ba-bamp-ba ba-ba-ba-bamp-ba I wanna be sedated < br>Ba-ba-bamp-ba ba-ba-ba-bamp-ba I wanna be sedated",1
50,Road To Ruin,103,1978,8,Go Mental,B,2M 42S,G,6,Ramones,http://www.azlyrics.com/lyrics/ramones/gomental.html,162S,I'm going mental  < br>I'm going mental < br>Out of the hospital < br>Out against my will < br>Life is so beautiful < br>I've gone mental < br>Mental < br>Mental < br>I've killed my family < br>They thought I was an oddity < br>Life is so beautiful < br>I am a vegetable < br>Mental.. < br>I'm going mental... < br>Staring at the goldfish bowl < br>Poppin' phenobarbitol < br>Life is so beautiful < br>I've gone mental < br>Mental.. < br>Sitting on my window sill < br>Life is so beautiful < br>I've become irrational < br>I've gone mental < br>Mental... < br>I'm going mental...  < br>I'm going mental...,1
51,Road To Ruin,103,1978,9,Questioningly,B,3M 22S,D,4,Ramones,http://www.azlyrics.com/lyrics/ramones/questioningly.html,202S,"Questioningly her eyes looked at me < br>And then she spoke aren't you someone I used to know < br>And weren't we lovers a long time ago? < br>Looked at her close forced her into view < br>Yes, I said, you're a girl < br>That I once may have knew < br>But I dont love you anymore < br>Why do you want to talk to me for? < br>You should have just let me walk by < br>Memories make us cry  < br>In the morning, I'm at work at time < br>My boss he tells me that I'm doing fine < br>When I'm going home < br>Whiskey bottle movie on T.V. < br>Memories make me cry  < br>And I'm alone just me  < br>Just me, Questioningly  < br>But I dont love you anymore... < br>Looked at her close... < br>Questioningly her eyes looked at me...",1
52,Road To Ruin,103,1978,10,She's The One,B,2M 13S,G,5,Ramones,http://www.azlyrics.com/lyrics/ramones/shestheone.html,133S,"Yeah yeah she's the one  < br>Yeah yeah she's the one < br>When I see her on the street < br>You know she makes my life complete < br>And you know I told you so  < br>She's the one, she's the one < br>Yeah yeah she's my girl  < br>Yeah yeah she's my girl < br>When I see her on the street < br>You know she makes my life complete < br>And you know I told you so  < br>She's the one, she's the one  < br>She's the one < br>Know I'll never find a girl like you  < br>But in my heart I'll always love you < br>Yeah yeah she's the one...  < br>When I see her on the street  < br>You know she makes my life complete < br>And you know I told you so  < br>She's the one, she's the one  < br>She's the one < br>Know I'll never find a girl like you  < br>But in my heart I'll always be true < br>Yeah yeah she's the girl < br>The best girl in the whole wide world < br>When I see her on...  < br>She's the one < br>She's the one, she's the one, she's the one < br>She's the one, she's the one, she's the one < br>She's the one, she's the one, she's the one",1
53,Road To Ruin,103,1978,11,Bad Brain,B,2M 25S,B,5,Ramones,http://www.azlyrics.com/lyrics/ramones/badbrain.html,145S,"I used to be an A student < br>I never used to complain < br>I used to be a truant  < br>But I'm still the same < br>Bad bad brain  < br>Bad bad brain < br>I used to go to parties < br>I used to drink champagne < br>Now I'm beginning to feel the strain  < br>Bad bad brain < br>I used to be in show biz  < br>I used to have fortune and fame < br>I used to have pleasure and pain  < br>I used to have a name < br>Bad bad brain... < br>Now I'm on the Bowery  < br>I can't remember my name < br>Bad bad brain  < br>Bad bad brain < br>Bad bad brain, bad bad brain  < br>Bad bad brain, bad bad brain  < br>Bad bad brain, bad bad brain  < br>Bad bad brain...",1
54,Road To Ruin,103,1978,12,It's A Long Way Back,B,2M 20S,Eb,5,Ramones,http://www.azlyrics.com/lyrics/ramones/itsalongwayback.html,140S,You by the phone < br>You all alone < br>It's a long way back to Germany,1
55,End Of The Century,44,1980,1,Do You Remember Rock N Roll Radio?,A,3M 50S,G,6,Ramones,http://www.azlyrics.com/lyrics/ramones/doyourememberrocknrollradio.html,230S,"Rock'n, rock'n'roll radio Let's go < br>Rock'n, rock'n'roll radio Let's go < br>Rock'n, rock'n'roll radio Let's go < br>Rock'n, rock'n'roll radio Let's go < br>Do you remember Hullabaloo, < br>Upbeat, Shinding and Ed Sullivan too? < br>Do you remember rock'n'roll radio? < br>Do you remember rock'n'roll radio? < br>Do you remember Murray the K, < br>Alan Freed, and high energy? < br>It's the end, the end of the 70's < br>It's the end, the end of the century < br>Do you remember lying in bed < br>With your covers pulled up over your head? < br>Radio playin' so no one can see < br>We need change, we need it fast < br>Before rock's just part of the past < br>'Cause lately it all sounds the same to me < br>Oh oh oh oh, oh oh < br>Will you remember Jerry Lee, < br>John Lennon, T. Rex and OI Moulty? < br>It's the end, the end of the 70's < br>It's the end, the end of the century",1
56,End Of The Century,44,1980,2,I'm Affected,A,2M 51S,A,6,Ramones,http://www.azlyrics.com/lyrics/ramones/imaffected.html,171S,"When I look into your big brown eyes < br>And I feel like I'm in paradise < br>I want you by my side < br>'Cause I'm affected, 'fected < br>Yeah, I'm affected, 'fected < br>Well I'm affected < br>And all I want is you < br>Didn't know it a few years ago < br>But now I finally know < br>I want you by my side < br>I want you baby, baby, baby, baby < br>Yeah, I love you and I want you to know < br>Yeah, yeah, and that's for sure < br>I want you by my side < br>'Cause I'm affected, 'fected < br>Yeah, I'm affected, 'fected < br>Well, I'm affected < br>And all I want is you",1
57,End Of The Century,44,1980,3,Danny Says,A,3M 6S,E,3,Ramones,http://www.azlyrics.com/lyrics/ramones/dannysays.html,186S,"Danny says we gotta go < br>Gotta go to Idaho < br>But we can't go surfin' < br>'Cause it's 20 below < br>Sound check's at 5:02 < br>Record stores and interviews < br>Oh, but I can't wait < br>To be with you tomorrow < br>Baby < br>Oho-ho-ho, we got nowhere to go < br>And it may sound funny, but it's true < br>Hangin' out in 100 B < br>Watching Get Smart on TV < br>Thinkin' about < br>You and me and you and me < br>Hangin' out in L.A. < br>And there's nowhere to go < br>It ain't Christmas if there ain't no snow < br>Listening to Sheena on the radio < br>Oh-ho oh-ho",1
58,End Of The Century,44,1980,4,Chinese Rock,A,2M 28S,F,7,"Dee Dee Ramone, Richard Hell",http://www.azlyrics.com/lyrics/ramones/chineserock.html,148S,Somebody calls me on the phone < br>Say hey-hey-hey is Dee Dee home < br>You wanna take a walk < br>You wanna go cop < br>You wanna go get some Chinese rock < br>I'm livin' on a Chinese rock < br>All my best things are in hock < br>I'm livin' on a Chinese rock < br>Everything is in the pawn shop < br>The plaster fallin' off the wall < br>My girlfriend cryin' in the shower stall < br>It's hot as a bitch < br>I should've been rich < br>But I'm just diggin' a Chinese ditch,2
59,End Of The Century,44,1980,5,The Return Of Jackie And Judy,A,3M 12S,B,5,Ramones,http://www.azlyrics.com/lyrics/ramones/thereturnofjackieandjudy.html,192S,"Jackie is a punk, Judy is a runt < br>They went down to the Mudd Club < br>And they both got drunk < br>Oh-yeah < br>Jackie is a bookie, Judy's taking loans < br>They both came up to New York < br>Just to see the Ramones < br>Oh-yeah < br>And oh, I dont know why she wrote that letter < br>Oh no, oh no < br>Oh I dont know why < br>We won't forget her, oh no < br>Jackie's playing hooky < br>Judy's playing pool < br>They both got caught for cutting < br>Got to go to summer school < br>Oh-yeah < br>Jackie's scalping tickets < br>Judy's getting harassed < br>They both got kicked outside < br>Didn't have a backstage pass < br>Oh-yeah < br>And oh, I dont why she wrote that letter < br>Oh no, oh no < br>And oh, I dont know why, < br>Dont't know what's on her mind < br>I dont know, no, I dont know < br>But I can't stand to see her cryin' < br>She's still cryin', she ain't tryin' < br>She's going to get left behind < br>Nobody wants you, nobody wants you",1
60,End Of The Century,44,1980,6,Let's Go,A,2M 31S,NA,11,Ramones,http://www.azlyrics.com/lyrics/ramones/letsgo.html,151S,"dont wanna study on the G.I. bill < br>Want more action, haven't had my fill < br>Mercenary, fight for anyone < br>Fight for money < br>Fight for fun < br>Let's go < br>Let's go < br>Let's go < br>Let's go < br>Got a country you wanna protect < br>But your army is more likely to defect < br>Hire my SMG with a full clip < br>On automatic it's guaranteed hit < br>Let's go < br>Let's go < br>Let's go < br>Let's go < br>Gee it's kinda scary out here < br>Mosquitoes are happy tonight < br>Mommy, Daddy, can I please come home < br>Even if just for one night < br>Let's go < br>Let's go < br>Let's go < br>Let's go < br>Schocked how deadly we fight back < br>Troublemakers who attack < br>Mercenary, fight for anyone < br>Fight for money, fight for fun < br>Let's go < br>Let's go < br>Let's go < br>Let's go",1
61,End Of The Century,44,1980,7,"Baby, I Love You",B,3M 47S,G#,4,"Phil Spector, Jeff Barry, Ellie Greenwich",http://www.azlyrics.com/lyrics/ramones/babyiloveyou.html,227S,"Have I ever told you < br>How good it feels to hold you < br>It isn't easy to explain < br>And though I'm really tryin' < br>I think I may start cryin' < br>My heart can't wait an other day < br>When you kiss me I just gotta < br>Kiss me I just gotta < br>Kiss me I just gotta say : < br>Baby, I love you < br>Come on baby < br>Baby, I love you < br>Baby I love, I love only you < br>I can't live without you < br>I love everything about you < br>I can't help it if I feel this way < br>Oh I'm so glad I found you < br>I want my arms around you < br>I love to hear you call my name < br>Oh tell me that you feel < br>Tell me that you feel < br>Tell me that you feel the same < br>Baby, I love you < br>Come on baby < br>baby, I love you < br>Baby I love, I love only you",3
62,End Of The Century,44,1980,8,I Cant Make It On Time,B,2M 32S,D,5,Ramones,http://www.azlyrics.com/lyrics/ramones/icantmakeitontime.html,152S,"I can't make it on time < br>I can't make it on time < br>I keep tryin' and tryin' < br>I can't make it on time < br>I can't hurry and you can't wait < br>It doesn't matter 'cause we're already late < br>I can't get off the telephone < br>It always rings when I'm alone < br>You gotta wait wait < br>'Cause you dont need no one < br>Wait wait < br>'Cause you know that I'm the one < br>You gotta wait < br>Hey, hey, hey",1
63,End Of The Century,44,1980,9,This Ain't Havana,B,2M 18S,A,4,Ramones,http://www.azlyrics.com/lyrics/ramones/thisainthavana.html,138S,"I had no advantage over you < br>There was troubles and I had'em too < br>Just 'cause you're so strung out < br>dont mean it can't work out < br>Ba-ba-banana, this ain't Havana < br>Do you like bananas, ba-ba-bananas < br>Say you're a victim of society < br>You ask them for your mercy < br>Just like the cats in the garbage cans < br>When's their time coming, man < br>You better offer some resistence < br>You better give up on my insistence < br>Things happen overnight < br>You dont give up without a fight < br>Ba-ba-banana, this ain't Havana < br>Do you like bananas, ba-ba-bananas < br>You say you're poor and uneducated < br>You ain't gotta chance 'cause you're hated < br>You're on your way to life's promotion < br>You hinder it with emotion < br>Ba-ba-banana, this ain't Havana < br>Do you like bananas, ba-ba-bananas",1
64,End Of The Century,44,1980,10,Rock N Roll High School,B,2M 38S,G,6,Ramones,http://www.azlyrics.com/lyrics/ramones/rocknrollhighschool.html,158S,"Well I dont care about history < br>Rock, rock, rock'n'roll high school < br>'Cause that's not where I wanna be < br>Rock, rock, rock'n'roll high school < br>I just wanna have some kicks < br>I just wanna get some chicks < br>Rock, rock, rock, rock, rock'n'roll high school < br>Well the girls out there knock me out, you know < br>Rock, rock, rock'n'roll high school < br>Cruisin' around in my GTO < br>Rock, rock, rock'n'roll high school < br>I hate the teachers and the principal < br>dont wanna be taught to be no fool < br>Rock, rock, rock, rock, rock'n'roll high school < br>Fun fun rock'n'roll high school < br>Fun fun rock'n'roll high school < br>Fun fun rock'n'roll high school < br>Fun fun, oh baby",1
65,End Of The Century,44,1980,11,All The Way,B,2M 29S,A,9,Ramones,http://www.azlyrics.com/lyrics/ramones/alltheway.html,149S,"Feedback blasting out my ears < br>Makes me so high < br>I love all the monitor men < br>But why are they alive < br>The van is making me crazy < br>It's just like being in the navy < br>Doomsday, doomsday's coming - 1981 < br>But until things blow < br>I'm gonna have some fun < br>The bubble's going to explode < br>Probably never live to get old < br>But I just wanna have some fun < br>Probably won't see no money < br>I just wanna have some fun < br>Before they throw me in the sanitarium < br>Feedback blasting out my ears < br>Makes me so high < br>I love all the monitor men < br>But why are they alive < br>Well Monte's making me crazy < br>It's just like being in the navy",1
66,End Of The Century,44,1980,12,High Risk Insurance,B,2M 8S,A,5,Ramones,http://www.azlyrics.com/lyrics/ramones/highriskinsurance.html,128S,"High risk insurance < br>The time is right < br>High risk insurance < br>The time is right < br>Got endurance, I was trained < br>I got my sights adjusted and my telescope aimed < br>Everybody wants an explanation < br>Got no love for the enemy nation < br>High risk insurance < br>High risk insurance < br>High risk insurance < br>High risk insurance < br>You gotta fight to stay independent < br>I got my pride and I'm gonna defend it",1
67,Pleasant Dreams,58,1981,1,We Want The Airwaves,A,3M 22S,A,4,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/wewanttheairwaves.html,202S,"9 to 5 and 5 to 9 < br>Ain't gonna take it < br>It's our time < br>We want the world < br>and we want it know < br>We're gonna take it anyhow < br>We want the airwaves < br>We want the airwaves < br>We want the airwaves, baby < br>If rock is gonna stay alive < br>Oh yeah-well all right < br>Let's rock-tonite < br>All night < br>Where's your guts < br>And will to survive < br>And dont you wanna < br>Keep rock n' roll music alive < br>Mr. Programmer < br>I got my hammer < br>and I'm gonna < br>Smash my < br>Smash my < br>Radio < br>We want the airwaves < br>We want the airwaves < br>We want the airwaves, baby < br>If rock is gonna stay alive",1
68,Pleasant Dreams,58,1981,2,All's Quiet On The Eastern Front,A,2M 14S,G#,5,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/allsquietontheeasternfront.html,134S,Watch the watch the way i walk < br>Can't you think my movements talk  < br>See me silently quietly creep < br>I am too amped to sleep < br>Lamp rays shining down < br>Street lamps make the bussing sound < br>Subway creaking down below < br>Garbage piled up and ready to go < br>Lock the windows the gates on < br>Taxi in the distance coming along < br>Stalking the streets till the break of day < br>New York beauty take my breath away < br>Near some cats but dogs dont bark < br>Cool cats strolling after dark < br>Watch the watch the way i walk < br>Can't you think my movements talk  < br>Shaky lock and kicky door < br>Smokey air that I adore < br>Down in the alley is where I hunt < br>All is quiet on the eastern front < br>Stalking the street till the break of day < br>New York beauty take my breath away < br>Watch the watch the way I walk < br>Can't you think my movements talk < br>Watch the watch the way I walk < br>Can't you think my movements talk < br>Can't you think my movements talk < br>Can't you think my movements talk,1
69,Pleasant Dreams,58,1981,3,The KKK Took My Baby Away,A,2M 32S,G#,5,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/thekkktookmybabyaway.html,152S,"She went away for the holidays < br>Said she's going to L.A. < br>But she never got there < br>She never got there < br>She never got there, they say  < br>The KKK took my baby away < br>They took her away < br>Away from me < br>The KKK took my baby away < br>They took her away < br>Away from me < br>Now I dont know < br>Where my baby can be < br>They took her from me < br>They took her from me < br>I dont know < br>Where my baby can be < br>They took her from me < br>They took her from me < br>Ring me, ring me ring me < br>Up the President < br>And find out < br>Where my baby went < br>Ring me, ring me, ring me < br>Up the FBI < br>And find out if < br>My baby's alive < br>Yeah, yeah, yeah < br>o o o o o o < br>o o o o o o < br>She went away for the holidays < br>The KKK took my baby away  < br>They took my girl < br>They took my baby away",1
70,Pleasant Dreams,58,1981,4,Don't Go,A,2M 48S,C,6,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/dontgo.html,168S,"She was everything to me oh yeah < br>She was everything to me < br>But how I ever let her go < br>I'll never know < br>She was everything to me oh yeah < br>She was everything to me < br>But how I ever let her go < br>I'll never know < br>dont go, dont go baby dont go < br>dont go, dont go baby dont go < br>dont go, dont go < br>dont leave me this way < br>hey, hey, hey baby < br>dont go, dont go baby dont go < br>dont go, dont go baby dont go < br>dont go, dont go < br>dont leave me this way < br>hey, hey, hey < br>She was everything to me, oh yeah < br>She was everything to me < br>But how I ever let he go < br>I'll never know < br>She was everything to me < br>The sun, the earth the moon my baby < br>Still how i ever ever let her go < br>I'll never know < br>But she wouldn't do what I wanted her < br>She wouldn't do it for me < br>a-no-no < br>dont go, dont go baby dont go < br>dont go, dont go baby dont go < br>dont go, dont go < br>dont leave me this way < br>Hey, hey, hey o-no-no < br>dont go, dont go baby dont go < br>dont go, dont go baby dont go < br>dont go, dont go < br>dont leave me this way < br>Hey, hey hey-dont go o o o o o",1
71,Pleasant Dreams,58,1981,5,You Sound Like You're Sick,A,2M 42S,C#,4,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/yousoundlikeyouresick.html,162S,Well I can't understand < br>Anything about you < br>Help you if I can < br>What can I do < br>Here's your new home < br>That's where you must be < br>In the institution < br>'Cause you're so lazy < br>But if you must act up < br>Again &amp; again < br>'Cause everybody knows < br>You're a hopeless problem < br>Here's your new home < br>That's where you must be < br>In the institution < br>'Cause you're so lazy < br>You sound like you're sick < br>You look like your sick too < br>You sound like you're sick < br>But if you must act up < br>You sound like you're sick < br>Well I can't understand < br>Anything about you  < br>You sound like you're sick < br>You look like you're sick too < br>You sound like you're sick < br>You sound like you're sick < br>You look like you're sick too < br>Well you sound like you're sick < br>You sound like you're sick,1
72,Pleasant Dreams,58,1981,6,It's Not My Place,A,3M 24S,B,7,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/itsnotmyplace.html,204S,"My mom and dad are always fighting < br>And it's getting very unexciting < br>To get a good job < br>You need a proper schooling < br>Now who the hell < br>Do ya think you're fooling < br>But it's not my place oh no < br>No it's not my place no no < br>No it's not my not my not my place < br>In the 9 to 5 world < br>And it's not my place < br>In the 9 to 5 world < br>And it's not my place < br>with 9 to 5 girl < br>It's not my place < br>In the 9 to 5 world < br>Hangin' out with Lester Bangs you all < br>And Phil Spector really has it all < br>Uncle Floyd shows on the T.V. < br>Jack Nicholson, Clint Eastwood, 10cc < br>But it's not my place < br>dont wanna be a working stiff < br>Lose my identity < br>'Cause when it comes < br>To working 9 to 5 < br>There ain't not place for me < br>Ain't my reality to me < br>Vin Scelsa's on the radio < br>Ramones are hangin' out in Kokomo < br>Roger Corman's on a talk show < br>With Allan Arkush and Stephen King < br>You know < br>But it's not my place",1
73,Pleasant Dreams,58,1981,7,She's A Sensation,B,3M 29S,D,7,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/shesasensation.html,209S,"She's a sensation < br>She's a sensation < br>She looks so sweet < br>She's a sensation < br>She's a sensation < br>Good enough to eat < br>She's a sensation < br>Oh-oh-oh < br>She looks a so fine < br>She's a sensation < br>She's a sensation < br>I'm gonna make her mine < br>No matter what you do < br>I give my heart to you < br>And oh-oh-baby < br>I will give it to you < br>No matter what they say < br>Yeah, we can find a way < br>And oh-oh baby < br>We can find a way < br>I didn't know it < br>Till I walked you home < br>That, I feel the way I do < br>And I dont care < br>What the neighbours say < br>I always will be true < br>I always will love you < br>Love you < br>A wo wo wo wo",1
74,Pleasant Dreams,58,1981,8,07-Nov,B,3M 38S,C,4,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/711.html,218S,"I met her at the 7-11 < br>Now I'm in 7th heaven < br>Tell me, tell me < br>Can this be true < br>I never thought I'd ever < br>meet a girl like you < br>She was standing by the Space Invaders < br>So I said can I see you later < br>Yeah we went for a little spin < br>Down to the Holiday Inn < br>We was young and in love < br>We was young and in love < br>And you're the only girl < br>I'm ever thinking of < br>We went down to the record swap < br>The kids were dancing < br>to the blitzkrieg bop < br>Bop-shoo-wop shoo-wop shoo-wop < br>Bop-shoo-wop shoo-wop shoo-wop < br>What ever happend to the radio < br>And where did all the fun songs go < br>Summer fun, with the Beach Boys on < br>But we all know what went wrong < br>Oh-wo-wo < br>We was young and in love < br>We was young and in love < br>And you're the only girl < br>I'm ever dreaming of < br>And so we went down to the dance < br>Which turned into a whole romance < br>And after just one night < br>I never knew that things could be so right < br>Oh-no-no-no-no-no-no-no < br>I kissed her and hugged her < br>And I said good-bye < br>Last thing I knew < br>She wouldn't make it alive < br>Oncoming car went out of control < br>It crushed my baby < br>And it crushed my soul < br>Now all I've got is sorrow and pain < br>Standing out here in the rain < br>The crash, shattering glass < br>The sirens, and pain < br>Is driving me insane oh-yeah < br>We was young and in love < br>We was young and in love < br>And you're the only girl < br>I'm ever thinking of < br>Yeah, yeah, yeah, yeah, yeah",1
75,Pleasant Dreams,58,1981,9,You Didn't Mean Anything To Me,B,3M 0S,C,6,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/youdidntmeananythingtome.html,180S,Skies were cloudy everyday < br>Nothing wanted to grow < br>We had our last chance < br>I think I told you so < br>Every dinner was crummy < br>Nothing was on T.V. < br>I was ready to pack it up < br>Our heads were so achey < br>You didn't mean anything to me < br>You didn't mean anything to me < br>We got to get away < br>Another lawn to mow < br>We had our last chance < br>I think I told you so < br>Ever dinner was crummy < br>Even the ones for free < br>I was ready to pack it up < br>Forget the agony < br>You didn't mean anything to me < br>Everybody was cranky < br>Even the maids were mean < br>We ran into a miracle < br>There was beer in the soda machine < br>Every dinner was crummy < br>Even the ones for free < br>I was ready to pack it up < br>Forget the agony < br>You didn't mean anything to me,1
76,Pleasant Dreams,58,1981,10,Come On Now,B,2M 33S,A,8,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/comeonnow.html,153S,"Come on now < br>Come on now < br>We got no wheels to race < br>Come on now < br>Come on now < br>Police are every place < br>Come on now < br>Come on now < br>We got no skirts to chase < br>I'm just a junk food guy < br>Now I am telling you why < br>I am living at the matinee, yeah < br>I just want to sleep and play < br>Come on now < br>Come on now < br>When the folks are not around < br>Come on now < br>Come on now < br>Nagging 'about the sound < br>Come on now < br>Come on now < br>To turn that racket down < br>I'm just a comic book boy < br>There's nothing scary to enjoy < br>Freak admission stroll inside < br>I was born on a roller coaster ride < br>Come on now < br>Come on now < br>Police are every place < br>Come on now < br>Come on now < br>We got no skirts to chase < br>I'm just a comic book boy < br>There's nothing scary to enjoy < br>Freak admission stroll inside < br>I was born on a roller coaster ride < br>Yeah, yeah, yeah, yeah come on now",1
77,Pleasant Dreams,58,1981,11,This Business Is Killing Me,B,2M 41S,F#,5,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/thisbusinessiskillingme.html,161S,"I'm sick to death < br>I'm a nervous wreck < br>This business is killing me < br>You < br>This business is killing me < br>You know < br>It's really killing me < br>Yeah < br>Oh no oh no oh no < br>Oh no oh-no oh no < br>Oh no oh-no oh no < br>On no ho < br>This business is killing me < br>And so they say < br>Run around, run around < br>Love giving you < br>The run around < br>It really makes you crazy < br>Run around, run around < br>Love giving you < br>The run around < br>Oh no oh no oh no < br>Oh no oh no oh no < br>Oh no oh no oh no < br>On no ho < br>This business is killing me < br>And so they say < br>Hey, hey < br>You work, you work < br>You write all night < br>Until the early morning light < br>Can't please all the people < br>All the time < br>All the people < br>All the time < br>But then they dont < br>Please me < br>Well I can't take it no more < br>No, I can't take it no more < br>Run around, run around < br>Well I can't take it no more < br>No, I can't take it",1
78,Pleasant Dreams,58,1981,12,Sitting In My Room,B,2M 30S,A,5,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/sittinginmyroom.html,150S,Sitting in my room < br>Record player on < br>Sitting in my room < br>Humming a sickening tune < br>Sitting in my room < br>Something to do soon < br>We know what we think of them < br>The problems just keep piling in < br>They got complains about everything < br>It's us against them < br>It's us against them < br>It's us against them < br>They just wanna worry < br>That's not what any kid < br>Should have to do < br>They just wanna be so lame < br>Maybe they should < br>Try and sniff some glue,1
79,Subterranean Jungle,83,1983,1,Little Bit O Soul,A,2M 43S,NA,5,"Kenneth Hawker, John Shakespeare",http://www.azlyrics.com/lyrics/ramones/littlebitosoul.html,163S,"Now when you're feelin' low < br>And the fish won't bite < br>You need a little bit o' soul < br>To put you right < br>You gotta make like you < br>Wanna kneel and pray < br>And then a little bit o' soul < br>Will come your way < br>Now when your girl has gone < br>And you're broke in two < br>You need a little bit o' soul < br>To see you through < br>And when you raise the roof < br>With you rock and roll < br>You'll get a lot more kicks < br>With a little bit o' soul < br>And if your party falls < br>'Cause there's nobody groovin' < br>A little bit o' soul and < br>It really starts movin', yeah! < br>Now when you're in a mess < br>And you feel like cryin' < br>Just remember this little < br>Song of mine < br>And as you walk through life < br>Tryin' to reach your goal < br>Remember what I say 'bout < br>A little bit o' soul < br>And if your party falls < br>'Cause there's nobody groovin' < br>A little bit o' soul and < br>It really starts movin', yeah! < br>A little bit o' soul < br>A little bit o' soul  < br>A little bit o' soul",2
80,Subterranean Jungle,83,1983,2,I Need Your Love,A,3M 3S,F,5,Bobby Dee Waxman,http://www.azlyrics.com/lyrics/ramones/ineedyourlove.html,183S,"Went to my girlfriend's yesterday < br>The only thing I wanted to say < br>Is little girl won't you < br>Come out and play, yeah < br>Told that girl surrender to me < br>Take your love and send it to me < br>Come on baby, can't you see < br>It's you, yeah, baby < br>I need your love < br>I need your love < br>I need your love, tonight < br>I need your love < br>I need your love < br>I need your love, tonight < br>Ah, you took a walk with me and < br>Then you took a hold of my hand < br>And I knew it was going  < br>As planned, yeah, baby < br>I need your love < br>I need your love < br>I need your love, tonight",1
81,Subterranean Jungle,83,1983,3,Outsider,A,2M 10S,G,5,Dee Dee Ramone,http://www.azlyrics.com/lyrics/ramones/outsider.html,130S,"I am an outsider < br>Outside of everything < br>I am an outsider < br>Outside of everything < br>I am an outsider < br>Outside of everything < br>Everything you know < br>Everything you know < br>It disturbs me so < br>Everybody tried to push me < br>Push me around < br>Everybody tried to put me < br>Try to put me down < br>All messed up, hey everyone < br>I've already had all my fun < br>More troubles are gonna come < br>I've already had all my fun < br>Everybody tried to push me < br>Push me around < br>Everybody tried to put me < br>Try to put me down < br>I am an outsider < br>Outside of everything < br>I am an outsider < br>Outside of everything < br>I am an outsider < br>Outside of everything < br>Everything you know < br>Everything you know < br>It disturbs me so",1
82,Subterranean Jungle,83,1983,4,What'd Ya Do?,A,2M 24S,NA,NA,Joey Ramone,http://www.azlyrics.com/lyrics/ramones/whatdyado.html,144S,"A Koo Koo Koo < br>I dont a care about you no more < br>A Koo Koo Koo < br>I dont a care about you no more < br>You used to make me happy < br>But what'd ya do? < br>You better go now < br>I think you better go now, baby < br>I dont want you hanging around my door < br>No, I dont wanna see your face no more, < br>yeah < br>You used to make me the happiest guy in < br>this world < br>I thought we made a bargain < br>I thought we made a deal < br>I thought it was the two of us < br>I thought that's maybe how you'd feel < br>I thought we'd last forever < br>I thought we had a plan < br>I thought it was the two of us < br>I thought maybe that you'd understand < br>You used to make me happy < br>But what'd ya do?",1
